EQUIVALENTS FOUND,,,
http://www.wikidata.org/entity/Q21818572,cult object,,http://schema.org/object
http://www.wikidata.org/entity/Q21818579,liturgical object,,http://schema.org/object
http://www.wikidata.org/entity/Q219423,mural,,http://schema.org/Place
http://www.wikidata.org/entity/Q2200417,cognition,,http://schema.org/Series
http://www.wikidata.org/entity/Q220659,archaeological artifact,,http://schema.org/object
http://www.wikidata.org/entity/Q22075301,textile artwork,,http://schema.org/VisualArtwork
http://www.wikidata.org/entity/Q22078284,fresco series,,http://schema.org/object
http://www.wikidata.org/entity/Q2221906,geographic location,,http://schema.org/Place
http://www.wikidata.org/entity/Q22269697,multi-organism process,,http://schema.org/Series
http://www.wikidata.org/entity/Q22272508,multi-organism behavior,,http://schema.org/Series
http://www.wikidata.org/entity/Q22294683,intraspecies interaction between organisms,,http://schema.org/Series
http://www.wikidata.org/entity/Q22299433,multicellular organismal process,,http://schema.org/Series
http://www.wikidata.org/entity/Q22299483,system process,,http://schema.org/Series
http://www.wikidata.org/entity/Q223393,literary genre,,http://schema.org/genre
http://www.wikidata.org/entity/Q223557,physical object,,http://schema.org/object
http://www.wikidata.org/entity/Q2250844,school book,,http://schema.org/Series
http://www.wikidata.org/entity/Q22569957,screen print,,http://schema.org/object
http://www.wikidata.org/entity/Q22669139,fresco,,http://schema.org/Painting
http://www.wikidata.org/entity/Q22669850,calligraphic work,,http://schema.org/object
http://www.wikidata.org/entity/Q22669857,collage,,http://schema.org/object
http://www.wikidata.org/entity/Q22809652,manufactured object,,http://schema.org/object
http://www.wikidata.org/entity/Q22811462,type of manufactured good,,http://schema.org/Thing
http://www.wikidata.org/entity/Q23009552,exchange,,http://schema.org/Action
http://www.wikidata.org/entity/Q23009675,transfer,,http://schema.org/Action
http://www.wikidata.org/entity/Q23013246,copy,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2305295,weekly newspaper,,http://schema.org/Periodical
http://www.wikidata.org/entity/Q230855,physical state,,http://schema.org/Thing
http://www.wikidata.org/entity/Q234460,text,,http://schema.org/Thing
http://www.wikidata.org/entity/Q23657281,drypoint print,,http://schema.org/Series
http://www.wikidata.org/entity/Q2383811,office supply,,http://schema.org/Product
http://www.wikidata.org/entity/Q23958946,individual,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2398990,technology museum,,http://schema.org/Museum
http://www.wikidata.org/entity/Q24229398,agent,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2424752,product,http://schema.org/Product,
http://www.wikidata.org/entity/Q2425052,electrical apparatus,,http://schema.org/Product
http://www.wikidata.org/entity/Q24398318,religious building,,http://schema.org/object
http://www.wikidata.org/entity/Q246672,mathematical object,,http://schema.org/Thing
http://www.wikidata.org/entity/Q24862,short film,,http://schema.org/Movie
http://www.wikidata.org/entity/Q2516357,transport museum,,http://schema.org/Museum
http://www.wikidata.org/entity/Q2593413,tulip vase,,http://schema.org/Series
http://www.wikidata.org/entity/Q26037047,culinary equipment,,http://schema.org/object
http://www.wikidata.org/entity/Q262343,assemblage,,http://schema.org/object
http://www.wikidata.org/entity/Q2646517,bridal crown,,http://schema.org/Product
http://www.wikidata.org/entity/Q2647254,study,,http://schema.org/object
http://www.wikidata.org/entity/Q26720107,subject of a right,,http://schema.org/Thing
http://www.wikidata.org/entity/Q267228,sound generator,,http://schema.org/object
http://www.wikidata.org/entity/Q26907166,temporal entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2695280,technique,,http://schema.org/Series
http://www.wikidata.org/entity/Q27096213,geographic entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q27096220,natural geographic entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q27096235,artificial geographic entity,,http://schema.org/object
http://www.wikidata.org/entity/Q271588,printmaking,,http://schema.org/Series
http://www.wikidata.org/entity/Q271669,landform,http://schema.org/Landform,
http://www.wikidata.org/entity/Q2722260,attribute,,http://schema.org/Thing
http://www.wikidata.org/entity/Q27801,non-fiction literature,,http://schema.org/Series
http://www.wikidata.org/entity/Q28367692,cavity,,http://schema.org/Series
http://www.wikidata.org/entity/Q28555911,ordinary matter,,http://schema.org/object
http://www.wikidata.org/entity/Q2858615,electronic machine,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2860334,church architecture,,http://schema.org/Series
http://www.wikidata.org/entity/Q286583,manifestation,,http://schema.org/object
http://www.wikidata.org/entity/Q28728771,material substance,,http://schema.org/object
http://www.wikidata.org/entity/Q28732711,physical substance,,http://schema.org/object
http://www.wikidata.org/entity/Q287455,clamshell,,http://schema.org/object
http://www.wikidata.org/entity/Q28777669,portrait sculpture,,http://schema.org/Sculpture
http://www.wikidata.org/entity/Q28796476,signs of authenticity of banknotes,,http://schema.org/object
http://www.wikidata.org/entity/Q28797,applied science,,http://schema.org/Series
http://www.wikidata.org/entity/Q28823,textile,,http://schema.org/object
http://www.wikidata.org/entity/Q28870066,ensemble of works of art,,http://schema.org/object
http://www.wikidata.org/entity/Q28877,goods,,http://schema.org/object
http://www.wikidata.org/entity/Q28886448,work with multiple executions,,http://schema.org/Thing
http://www.wikidata.org/entity/Q28921572,common matter,,http://schema.org/object
http://www.wikidata.org/entity/Q28966125,needlework,,http://schema.org/object
http://www.wikidata.org/entity/Q28966302,embroidery,,http://schema.org/object
http://www.wikidata.org/entity/Q28972621,headdress,,http://schema.org/Product
http://www.wikidata.org/entity/Q2910675,unfinished creative work,,http://schema.org/Series
http://www.wikidata.org/entity/Q29430681,triad,,http://schema.org/Thing
http://www.wikidata.org/entity/Q29431432,dyad,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2944660,lexical item,,http://schema.org/Thing
http://www.wikidata.org/entity/Q29651224,natural object,,http://schema.org/Thing
http://www.wikidata.org/entity/Q29651519,mental object,,http://schema.org/Thing
http://www.wikidata.org/entity/Q2990593,animal behavior,,http://schema.org/Series
http://www.wikidata.org/entity/Q2995644,result,http://schema.org/result,
http://www.wikidata.org/entity/Q2996394,biological process,,http://schema.org/Series
http://www.wikidata.org/entity/Q30142173,sign of authenticity,,http://schema.org/object
http://www.wikidata.org/entity/Q3054889,measurable set,,http://schema.org/Series
http://www.wikidata.org/entity/Q3058218,measurable space,,http://schema.org/Series
http://www.wikidata.org/entity/Q31464082,source,,http://schema.org/Thing
http://www.wikidata.org/entity/Q3249551,process,,http://schema.org/Series
http://www.wikidata.org/entity/Q3300034,painting material,,http://schema.org/artMedium
http://www.wikidata.org/entity/Q3305213,painting,http://schema.org/Painting,
http://www.wikidata.org/entity/Q3323788,reception piece,,http://schema.org/object
http://www.wikidata.org/entity/Q3327760,writing surface,,http://schema.org/Service
http://www.wikidata.org/entity/Q3331189,"version, edition, or translation",,http://schema.org/object
http://www.wikidata.org/entity/Q3348164,Catholic liturgical object,,http://schema.org/object
http://www.wikidata.org/entity/Q33506,museum,http://schema.org/Museum,
http://www.wikidata.org/entity/Q336,science,,http://schema.org/Series
http://www.wikidata.org/entity/Q3360230,packaging,,http://schema.org/Thing
http://www.wikidata.org/entity/Q337060,perceptible object,,http://schema.org/object
http://www.wikidata.org/entity/Q340169,communication medium,,http://schema.org/object
http://www.wikidata.org/entity/Q34379,musical instrument,,http://schema.org/Product
http://www.wikidata.org/entity/Q34394,belief,,http://schema.org/Thing
http://www.wikidata.org/entity/Q3505845,state,,http://schema.org/Thing
http://www.wikidata.org/entity/Q35120,something,http://schema.org/Thing,
http://www.wikidata.org/entity/Q3514338,printing technique,,http://schema.org/Series
http://www.wikidata.org/entity/Q35145263,natural geographic object,,http://schema.org/object
http://www.wikidata.org/entity/Q35145743,human-made landform,,http://schema.org/object
http://www.wikidata.org/entity/Q3523102,information source,,http://schema.org/Thing
http://www.wikidata.org/entity/Q35473,window,,http://schema.org/object
http://www.wikidata.org/entity/Q35509,cave,,http://schema.org/object
http://www.wikidata.org/entity/Q35758,matter,,http://schema.org/object
http://www.wikidata.org/entity/Q35825432,converter,,http://schema.org/Thing
http://www.wikidata.org/entity/Q36161,set,,http://schema.org/Thing
http://www.wikidata.org/entity/Q362200,accessory,,http://schema.org/object
http://www.wikidata.org/entity/Q3637297,Beatus manuscript,,http://schema.org/Manuscript
http://www.wikidata.org/entity/Q36649,visual arts,,http://schema.org/Series
http://www.wikidata.org/entity/Q37038,advertising,,http://schema.org/Service
http://www.wikidata.org/entity/Q37113105,finding,,http://schema.org/result
http://www.wikidata.org/entity/Q374821,film poster,,http://schema.org/Poster
http://www.wikidata.org/entity/Q3769299,human behaviour,,http://schema.org/Series
http://www.wikidata.org/entity/Q3778211,legal person,,http://schema.org/Thing
http://www.wikidata.org/entity/Q37860855,ordered set,,http://schema.org/Thing
http://www.wikidata.org/entity/Q37866906,information resource,,http://schema.org/Thing
http://www.wikidata.org/entity/Q38072107,fiction literature,,http://schema.org/Series
http://www.wikidata.org/entity/Q3831847,liturgical book,,http://schema.org/Series
http://www.wikidata.org/entity/Q386724,work,,http://schema.org/Thing
http://www.wikidata.org/entity/Q3875186,construction,,http://schema.org/Series
http://www.wikidata.org/entity/Q391414,architectural element,,http://schema.org/object
http://www.wikidata.org/entity/Q39546,tool,,http://schema.org/object
http://www.wikidata.org/entity/Q3955017,intermediate good,,http://schema.org/Product
http://www.wikidata.org/entity/Q3958441,economic sector,,http://schema.org/Thing
http://www.wikidata.org/entity/Q3965271,subclass,,http://schema.org/Thing
http://www.wikidata.org/entity/Q3966,Computer Hardware,,http://schema.org/Service
http://www.wikidata.org/entity/Q4026292,action,http://schema.org/Action,
http://www.wikidata.org/entity/Q41176,building,,http://schema.org/object
http://www.wikidata.org/entity/Q41298,magazine,,http://schema.org/object
http://www.wikidata.org/entity/Q41581639,series of 3,,http://schema.org/Series
http://www.wikidata.org/entity/Q42848,data,,http://schema.org/Thing
http://www.wikidata.org/entity/Q429785,poster,http://schema.org/Poster,
http://www.wikidata.org/entity/Q43013,notebook,,http://schema.org/Service
http://www.wikidata.org/entity/Q43229,organization,http://schema.org/Organization,
http://www.wikidata.org/entity/Q43249,morpheme,,http://schema.org/Thing
http://www.wikidata.org/entity/Q43460564,chemical entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q4393498,representation,,http://schema.org/Thing
http://www.wikidata.org/entity/Q4406616,concrete object,http://schema.org/object,
http://www.wikidata.org/entity/Q4437984,continuous medium,,http://schema.org/object
http://www.wikidata.org/entity/Q4502142,visual artwork,http://schema.org/VisualArtwork,
http://www.wikidata.org/entity/Q451967,intentional human action,,http://schema.org/Series
http://www.wikidata.org/entity/Q45621,ceramic,,http://schema.org/object
http://www.wikidata.org/entity/Q459832,ambrotype,,http://schema.org/Series
http://www.wikidata.org/entity/Q46686,reredos,,http://schema.org/VisualArtwork
http://www.wikidata.org/entity/Q4671286,academic major,,http://schema.org/Series
http://www.wikidata.org/entity/Q468939,sacristy,,http://schema.org/Series
http://www.wikidata.org/entity/Q472971,space (mathematics),,http://schema.org/Series
http://www.wikidata.org/entity/Q47461344,written work,,http://schema.org/CreativeWork
http://www.wikidata.org/entity/Q47848,sacred architecture,,http://schema.org/Thing
http://www.wikidata.org/entity/Q478798,image,http://schema.org/ImageObject,
http://www.wikidata.org/entity/Q482,poetry,,http://schema.org/genre
http://www.wikidata.org/entity/Q483247,phenomenon,,http://schema.org/Thing
http://www.wikidata.org/entity/Q483394,genre,http://schema.org/genre,
http://www.wikidata.org/entity/Q48498,illuminated manuscript,,http://schema.org/Manuscript
http://www.wikidata.org/entity/Q488383,object,,http://schema.org/Thing
http://www.wikidata.org/entity/Q492,memory,,http://schema.org/Series
http://www.wikidata.org/entity/Q494756,data,,http://schema.org/Thing
http://www.wikidata.org/entity/Q49848,document,,http://schema.org/object
http://www.wikidata.org/entity/Q49850,journal,,http://schema.org/Product
http://www.wikidata.org/entity/Q4989906,monument,,http://schema.org/object
http://www.wikidata.org/entity/Q5,human,,http://schema.org/object
http://www.wikidata.org/entity/Q5003624,memorial,,http://schema.org/object
http://www.wikidata.org/entity/Q50556809,church element,,http://schema.org/object
http://www.wikidata.org/entity/Q5064153,ceremonial dress,,http://schema.org/object
http://www.wikidata.org/entity/Q5127848,class,,http://schema.org/Thing
http://www.wikidata.org/entity/Q5185279,poem,,http://schema.org/genre
http://www.wikidata.org/entity/Q5268834,Information and Communications Technology,,http://schema.org/Series
http://www.wikidata.org/entity/Q52948,interaction,,http://schema.org/Action
http://www.wikidata.org/entity/Q5371079,emic unit,,http://schema.org/Thing
http://www.wikidata.org/entity/Q5469988,formalization,,http://schema.org/Thing
http://www.wikidata.org/entity/Q54938846,endorelation,,http://schema.org/Thing
http://www.wikidata.org/entity/Q54989186,mental state,,http://schema.org/Thing
http://www.wikidata.org/entity/Q55412936,design element,,http://schema.org/Thing
http://www.wikidata.org/entity/Q55439,panel painting,,http://schema.org/Painting
http://www.wikidata.org/entity/Q56052926,building division,,http://schema.org/object
http://www.wikidata.org/entity/Q56627913,ceremonial object,,http://schema.org/object
http://www.wikidata.org/entity/Q56676227,oil painting,,http://schema.org/Painting
http://www.wikidata.org/entity/Q571,book,http://schema.org/Book,
http://www.wikidata.org/entity/Q57216,plate,,http://schema.org/object
http://www.wikidata.org/entity/Q5771190,salt cellar,,http://schema.org/Product
http://www.wikidata.org/entity/Q579418,lekythos,,http://schema.org/Series
http://www.wikidata.org/entity/Q583866,frontispiece,,http://schema.org/ImageObject
http://www.wikidata.org/entity/Q58415929,spatio-temporal entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q58416391,spatial entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q58778,system,,http://schema.org/Thing
http://www.wikidata.org/entity/Q588140,science museum,,http://schema.org/Museum
http://www.wikidata.org/entity/Q59157859,secondary information,,http://schema.org/Thing
http://www.wikidata.org/entity/Q591644,pendant,,http://schema.org/Thing
http://www.wikidata.org/entity/Q595801,alphabet book,,http://schema.org/Series
http://www.wikidata.org/entity/Q600590,n-tuple,,http://schema.org/Series
http://www.wikidata.org/entity/Q6005984,baryonic matter,,http://schema.org/object
http://www.wikidata.org/entity/Q6031064,information exchange,,http://schema.org/Action
http://www.wikidata.org/entity/Q60325248,Biccherna tables,,http://schema.org/object
http://www.wikidata.org/entity/Q60520,sketchbook,,http://schema.org/Service
http://www.wikidata.org/entity/Q61788060,human activity,,http://schema.org/Series
http://www.wikidata.org/entity/Q618123,geographical object,,http://schema.org/Thing
http://www.wikidata.org/entity/Q61961344,group of physical objects,,http://schema.org/Thing
http://www.wikidata.org/entity/Q62155,affix,,http://schema.org/Thing
http://www.wikidata.org/entity/Q627517,history journal,,http://schema.org/Product
http://www.wikidata.org/entity/Q63972141,salt,,http://schema.org/object
http://www.wikidata.org/entity/Q64728693,non-existent entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q64728694,proposed entity,,http://schema.org/Thing
http://www.wikidata.org/entity/Q64732777,biological phenomenon,,http://schema.org/Thing
http://www.wikidata.org/entity/Q64861,transitive relation,,http://schema.org/Thing
http://www.wikidata.org/entity/Q6486703,Language arts,,http://schema.org/Series
http://www.wikidata.org/entity/Q66310125,nonbiological component,,http://schema.org/object
http://www.wikidata.org/entity/Q66661745,group of artificial physical objects,,http://schema.org/Thing
http://www.wikidata.org/entity/Q6671777,structure,,http://schema.org/Thing
http://www.wikidata.org/entity/Q67180198,wet collodion process,,http://schema.org/Series
http://www.wikidata.org/entity/Q685935,trade magazine,,http://schema.org/object
http://www.wikidata.org/entity/Q690851,Gospel Book,,http://schema.org/Series
http://www.wikidata.org/entity/Q71036495,electric device,,http://schema.org/object
http://www.wikidata.org/entity/Q7184903,abstract object,,http://schema.org/Thing
http://www.wikidata.org/entity/Q722604,reliquary,,http://schema.org/object
http://www.wikidata.org/entity/Q7239,Puto,,http://schema.org/object
http://www.wikidata.org/entity/Q72638,consumer,,http://schema.org/object
http://www.wikidata.org/entity/Q7269539,quasitransitive relation,,http://schema.org/Thing
http://www.wikidata.org/entity/Q727715,book of hours,,http://schema.org/Manuscript
http://www.wikidata.org/entity/Q7281,propaganda,,http://schema.org/Series
http://www.wikidata.org/entity/Q729571,reprography,,http://schema.org/Series
http://www.wikidata.org/entity/Q732577,publication,,http://schema.org/object
http://www.wikidata.org/entity/Q735,art,,http://schema.org/Series
http://www.wikidata.org/entity/Q737498,academic journal,,http://schema.org/object
http://www.wikidata.org/entity/Q738680,pottery of ancient Greece,,http://schema.org/object
http://www.wikidata.org/entity/Q739302,production,,http://schema.org/Series
http://www.wikidata.org/entity/Q7406919,service,http://schema.org/Service,
http://www.wikidata.org/entity/Q753297,discovery,,http://schema.org/Series
http://www.wikidata.org/entity/Q7725310,series of creative works,http://schema.org/CreativeWorkSeries,
http://www.wikidata.org/entity/Q7725634,literary work,,http://schema.org/Thing
http://www.wikidata.org/entity/Q7807719,tin-glazed pottery,,http://schema.org/object
http://www.wikidata.org/entity/Q781413,mental process,,http://schema.org/Series
http://www.wikidata.org/entity/Q79218,triptych,,http://schema.org/Series
http://www.wikidata.org/entity/Q79529,chemical substance,,http://schema.org/object
http://www.wikidata.org/entity/Q80083,humanities,,http://schema.org/Series
http://www.wikidata.org/entity/Q811430,construction,,http://schema.org/object
http://www.wikidata.org/entity/Q811979,architectural structure,,http://schema.org/object
http://www.wikidata.org/entity/Q813912,condition,,http://schema.org/Thing
http://www.wikidata.org/entity/Q8148,industry,,http://schema.org/Series
http://www.wikidata.org/entity/Q82036085,physical media format,,http://schema.org/Thing
http://www.wikidata.org/entity/Q8205328,artificial physical object,,http://schema.org/object
http://www.wikidata.org/entity/Q8242,literature,,http://schema.org/Series
http://www.wikidata.org/entity/Q8253,fiction,,http://schema.org/CreativeWork
http://www.wikidata.org/entity/Q8253972,fiction,,http://schema.org/Series
http://www.wikidata.org/entity/Q8275050,children's book,,http://schema.org/Book
http://www.wikidata.org/entity/Q82794,geographic region,,http://schema.org/Thing
http://www.wikidata.org/entity/Q828107,photomontage,,http://schema.org/object
http://www.wikidata.org/entity/Q830077,subject,,http://schema.org/Thing
http://www.wikidata.org/entity/Q8362,illumination,,http://schema.org/Painting
http://www.wikidata.org/entity/Q836950,derivative work,,http://schema.org/Thing
http://www.wikidata.org/entity/Q83790,textbook,,http://schema.org/Series
http://www.wikidata.org/entity/Q838948,work of art,,http://schema.org/object
http://www.wikidata.org/entity/Q839954,archaeological site,,http://schema.org/Series
http://www.wikidata.org/entity/Q851782,tableware,,http://schema.org/object
http://www.wikidata.org/entity/Q860861,sculpture,http://schema.org/Sculpture,
http://www.wikidata.org/entity/Q863404,subterranea,,http://schema.org/object
http://www.wikidata.org/entity/Q864377,multiset,,http://schema.org/Thing
http://www.wikidata.org/entity/Q87167,manuscript,http://schema.org/Manuscript,
http://www.wikidata.org/entity/Q875696,stationery,,http://schema.org/object
http://www.wikidata.org/entity/Q90257546,devotional literature,,http://schema.org/Thing
http://www.wikidata.org/entity/Q904614,collodion process,,http://schema.org/Series
http://www.wikidata.org/entity/Q9053464,costume,,http://schema.org/object
http://www.wikidata.org/entity/Q905726,psychological manipulation,,http://schema.org/Series
http://www.wikidata.org/entity/Q9081,knowledge,,http://schema.org/Series
http://www.wikidata.org/entity/Q9158768,storage,,http://schema.org/Thing
http://www.wikidata.org/entity/Q921513,social organism behavior,,http://schema.org/Series
http://www.wikidata.org/entity/Q92257259,educational book,,http://schema.org/Series
http://www.wikidata.org/entity/Q930933,relation,,http://schema.org/Thing
http://www.wikidata.org/entity/Q931447,electrical load,,http://schema.org/Product
http://www.wikidata.org/entity/Q93184,drawing,http://schema.org/Drawing,
http://www.wikidata.org/entity/Q9332,behavior,,http://schema.org/Series
http://www.wikidata.org/entity/Q936762,lamellophone,,http://schema.org/Product
http://www.wikidata.org/entity/Q937228,property,,http://schema.org/Thing
http://www.wikidata.org/entity/Q956165,psalter,,http://schema.org/Thing
http://www.wikidata.org/entity/Q987767,container,,http://schema.org/object
