Wikidata property ID,EDM property
http://www.wikidata.org/prop/P2014,
http://www.wikidata.org/prop/P2025,
http://www.wikidata.org/prop/P2042,
http://www.wikidata.org/prop/P2053,
http://www.wikidata.org/prop/P2079,
http://www.wikidata.org/prop/P21,
http://www.wikidata.org/prop/P210,
http://www.wikidata.org/prop/P2250,
http://www.wikidata.org/prop/P2283,
http://www.wikidata.org/prop/P2291,
http://www.wikidata.org/prop/P2297,
http://www.wikidata.org/prop/P2386,
http://www.wikidata.org/prop/P2388,
http://www.wikidata.org/prop/P2402,
http://www.wikidata.org/prop/P2418,
http://www.wikidata.org/prop/P243,
http://www.wikidata.org/prop/P2436,
http://www.wikidata.org/prop/P2505,
http://www.wikidata.org/prop/P2525,
http://www.wikidata.org/prop/P2526,
http://www.wikidata.org/prop/P2573,
http://www.wikidata.org/prop/P26,
http://www.wikidata.org/prop/P2610,
http://www.wikidata.org/prop/P2666,
http://www.wikidata.org/prop/P2699,
http://www.wikidata.org/prop/P271,
http://www.wikidata.org/prop/P2795,
http://www.wikidata.org/prop/P2813,
http://www.wikidata.org/prop/P2828,
http://www.wikidata.org/prop/P2848,
http://www.wikidata.org/prop/P287,
http://www.wikidata.org/prop/P2892,
http://www.wikidata.org/prop/P2982,
http://www.wikidata.org/prop/P2998,
http://www.wikidata.org/prop/P2999,
http://www.wikidata.org/prop/P3001,
http://www.wikidata.org/prop/P3003,
http://www.wikidata.org/prop/P3024,
http://www.wikidata.org/prop/P3041,
http://www.wikidata.org/prop/P3059,
http://www.wikidata.org/prop/P3068,
http://www.wikidata.org/prop/P3075,
http://www.wikidata.org/prop/P3087,
http://www.wikidata.org/prop/P3097,
http://www.wikidata.org/prop/P3137,
http://www.wikidata.org/prop/P3174,
http://www.wikidata.org/prop/P3219,
http://www.wikidata.org/prop/P3225,
http://www.wikidata.org/prop/P3259,
http://www.wikidata.org/prop/P3268,
http://www.wikidata.org/prop/P3273,
http://www.wikidata.org/prop/P3324,
http://www.wikidata.org/prop/P3347,
http://www.wikidata.org/prop/P3371,
http://www.wikidata.org/prop/P3381,
http://www.wikidata.org/prop/P3425,
http://www.wikidata.org/prop/P3513,
http://www.wikidata.org/prop/P360,
http://www.wikidata.org/prop/P3626,
http://www.wikidata.org/prop/P3627,
http://www.wikidata.org/prop/P3633,
http://www.wikidata.org/prop/P364,
http://www.wikidata.org/prop/P3710,
http://www.wikidata.org/prop/P3724,
http://www.wikidata.org/prop/P3735,
http://www.wikidata.org/prop/P3836,
http://www.wikidata.org/prop/P3896,
http://www.wikidata.org/prop/P3932,
http://www.wikidata.org/prop/P3938,
http://www.wikidata.org/prop/P396,
http://www.wikidata.org/prop/P3977,
http://www.wikidata.org/prop/P4014,
http://www.wikidata.org/prop/P407,
http://www.wikidata.org/prop/P487,
http://www.wikidata.org/prop/P494,
http://www.wikidata.org/prop/P50,
http://www.wikidata.org/prop/P537,
http://www.wikidata.org/prop/P559,
http://www.wikidata.org/prop/P563,
http://www.wikidata.org/prop/P57,
http://www.wikidata.org/prop/P575,
http://www.wikidata.org/prop/P587,
http://www.wikidata.org/prop/P608,
http://www.wikidata.org/prop/P630,
http://www.wikidata.org/prop/P632,
http://www.wikidata.org/prop/P650,
http://www.wikidata.org/prop/P672,
http://www.wikidata.org/prop/P699,
http://www.wikidata.org/prop/P710,
http://www.wikidata.org/prop/P718,
http://www.wikidata.org/prop/P740,
http://www.wikidata.org/prop/P768,
http://www.wikidata.org/prop/P770,
http://www.wikidata.org/prop/P837,
http://www.wikidata.org/prop/P920,
http://www.wikidata.org/prop/P941,
http://www.wikidata.org/prop/P947,
http://www.wikidata.org/prop/P974,
http://www.wikidata.org/prop/direct/P974,
http://schema.org/description,skos:note
http://www.w3.org/2000/01/rdf-schema#label,skos:prefLabel
http://www.w3.org/2004/02/skos/core#altLabel,skos:altLabel
http://www.wikidata.org/entity/P17,
http://www.wikidata.org/entity/P18,foaf:depiction
http://www.wikidata.org/entity/P27,
http://www.wikidata.org/entity/P30,
http://www.wikidata.org/entity/P31,dcterms:isPartOf if URI
http://www.wikidata.org/entity/P94,
http://www.wikidata.org/entity/P127,
http://www.wikidata.org/entity/P131,
http://www.wikidata.org/entity/P137,
http://www.wikidata.org/entity/P190,
http://www.wikidata.org/entity/P214,owl:sameAs if URI
http://www.wikidata.org/entity/P227,owl:sameAs if URI
http://www.wikidata.org/entity/P242,
http://www.wikidata.org/entity/P279,
http://www.wikidata.org/entity/P281,
http://www.wikidata.org/entity/P349,
http://www.wikidata.org/entity/P361,dcterms:isPartOf if URI
http://www.wikidata.org/entity/P373,
http://www.wikidata.org/entity/P402,
http://www.wikidata.org/entity/P421,
http://www.wikidata.org/entity/P508,
http://www.wikidata.org/entity/P613,
http://www.wikidata.org/entity/P625,"wgs84_pos:lat  and wgs84_pos:long
"
http://www.wikidata.org/entity/P646,
http://www.wikidata.org/entity/P706,
http://www.wikidata.org/entity/P856,
http://www.wikidata.org/entity/P910,
http://www.wikidata.org/entity/P948,
http://www.wikidata.org/entity/P1004,owl:sameAs if URI
http://www.wikidata.org/entity/P1134,
http://www.wikidata.org/entity/P1249,
http://www.wikidata.org/entity/P1566,owl:sameAs if URI
http://schema.org/description,skos:note
http://www.w3.org/2000/01/rdf-schema#label,skos:prefLabel
http://www.w3.org/2004/02/skos/core#altLabel,skos:altLabel
http://www.wikidata.org/entity/P15,
http://www.wikidata.org/entity/P16,
http://www.wikidata.org/entity/P17,
http://www.wikidata.org/entity/P18,
http://www.wikidata.org/entity/P30,
http://www.wikidata.org/entity/P31,
http://www.wikidata.org/entity/P36,
http://www.wikidata.org/entity/P38,
http://www.wikidata.org/entity/P41,
http://www.wikidata.org/entity/P47,
http://www.wikidata.org/entity/P59,
http://www.wikidata.org/entity/P85,
http://www.wikidata.org/entity/P94,
http://www.wikidata.org/entity/P122,
http://www.wikidata.org/entity/P127,
http://www.wikidata.org/entity/P131,
http://www.wikidata.org/entity/P138,
http://www.wikidata.org/entity/P140,
http://www.wikidata.org/entity/P150,
http://www.wikidata.org/entity/P154,
http://www.wikidata.org/entity/P156,
http://www.wikidata.org/entity/P158,
http://www.wikidata.org/entity/P159,
http://www.wikidata.org/entity/P163,
http://www.wikidata.org/entity/P176,
http://www.wikidata.org/entity/P190,
http://www.wikidata.org/entity/P214,owl:sameAs if URI
http://www.wikidata.org/entity/P227,owl:sameAs if URI
http://www.wikidata.org/entity/P242,
http://www.wikidata.org/entity/P244,owl:sameAs if URI
http://www.wikidata.org/entity/P248,
http://www.wikidata.org/entity/P268,owl:sameAs if URI
http://www.wikidata.org/entity/P269,owl:sameAs if URI
http://www.wikidata.org/entity/P279,
http://www.wikidata.org/entity/P281,
http://www.wikidata.org/entity/P300,?
http://www.wikidata.org/entity/P349,owl:sameAs if URI
http://www.wikidata.org/entity/P360,
http://www.wikidata.org/entity/P361,dcterms:isPartOf if URI
http://www.wikidata.org/entity/P366,
http://www.wikidata.org/entity/P373,
http://www.wikidata.org/entity/P376,
http://www.wikidata.org/entity/P402,
http://www.wikidata.org/entity/P421,
http://www.wikidata.org/entity/P442,
http://www.wikidata.org/entity/P466,
http://www.wikidata.org/entity/P473,
http://www.wikidata.org/entity/P488,
http://www.wikidata.org/entity/P501,
http://www.wikidata.org/entity/P527,
http://www.wikidata.org/entity/P539,
http://www.wikidata.org/entity/P571,
http://www.wikidata.org/entity/P576,
http://www.wikidata.org/entity/P605,
http://www.wikidata.org/entity/P625,"wgs84_pos:lat  and wgs84_pos:long
"
http://www.wikidata.org/entity/P641,
http://www.wikidata.org/entity/P646,
http://www.wikidata.org/entity/P649,
http://www.wikidata.org/entity/P706,
http://www.wikidata.org/entity/P804,
http://www.wikidata.org/entity/P814,
http://www.wikidata.org/entity/P856,
http://www.wikidata.org/entity/P901,
http://www.wikidata.org/entity/P902,
http://www.wikidata.org/entity/P910,
http://www.wikidata.org/entity/P948,
http://www.wikidata.org/entity/P982,
http://www.wikidata.org/entity/P984,
http://www.wikidata.org/entity/P998,
http://www.wikidata.org/entity/P1004,
http://www.wikidata.org/entity/P1036,
http://www.wikidata.org/entity/P1082,
http://www.wikidata.org/entity/P1083,
http://www.wikidata.org/entity/P1140,
http://www.wikidata.org/entity/P1142,
http://www.wikidata.org/entity/P1174,
http://www.wikidata.org/entity/P1299,
http://www.wikidata.org/entity/P1456,
http://www.wikidata.org/entity/P1464,
http://www.wikidata.org/entity/P1465,
http://www.wikidata.org/entity/P1483,
http://www.wikidata.org/entity/P1566,owl:sameAs if URI
http://www.wikidata.org/entity/P1612,
http://schema.org/description,skos:note
http://www.w3.org/2000/01/rdf-schema#label,skos:prefLabel
http://www.w3.org/2004/02/skos/core#altLabel,skos:altLabel
http://www.wikidata.org/entity/P17,
http://www.wikidata.org/entity/P18,foaf:depiction
http://www.wikidata.org/entity/P27,
http://www.wikidata.org/entity/P31,skos:broader (if URI)
http://www.wikidata.org/entity/P131,
http://www.wikidata.org/entity/P214,owl:sameAs or skos:exactMatch if URi
http://www.wikidata.org/entity/P227,owl:sameAs or skos:exactMatch if URI
http://www.wikidata.org/entity/P279,skos:narrower if URI
http://www.wikidata.org/entity/P349,
http://www.wikidata.org/entity/P361,
http://www.wikidata.org/entity/P373,
http://www.wikidata.org/entity/P434,
http://www.wikidata.org/entity/P508,
http://www.wikidata.org/entity/P580,
http://www.wikidata.org/entity/P582,
http://www.wikidata.org/entity/P625,
http://www.wikidata.org/entity/P646,skos:exactMatch
http://www.wikidata.org/entity/P710,
http://www.wikidata.org/entity/P910,??
http://www.wikidata.org/entity/P948,
http://www.wikidata.org/entity/P966,
http://www.wikidata.org/entity/P1080,
http://www.wikidata.org/entity/P1286,??
http://www.wikidata.org/entity/P1296,
http://www.wikidata.org/entity/P1343,
http://www.wikidata.org/entity/P1482,
http://schema.org/description,skos:note
http://www.w3.org/2000/01/rdf-schema#label,skos:prefLabel
http://www.w3.org/2004/02/skos/core#altLabel,skos:altLabel
http://www.wikidata.org/entity/P10,
http://www.wikidata.org/entity/P17,
http://www.wikidata.org/entity/P18,
http://www.wikidata.org/entity/P31,
http://www.wikidata.org/entity/P101,
http://www.wikidata.org/entity/P143,
http://www.wikidata.org/entity/P170,
http://www.wikidata.org/entity/P227,owl:sameAs or skos:exactMatch if URi
http://www.wikidata.org/entity/P244,owl:sameAs or skos:exactMatch if URI
http://www.wikidata.org/entity/P268,owl:sameAs or skos:exactMatch if URI
http://www.wikidata.org/entity/P276,
http://www.wikidata.org/entity/P279,skos:narrower if URI
http://www.wikidata.org/entity/P349,
http://www.wikidata.org/entity/P361,
http://www.wikidata.org/entity/P366,
http://www.wikidata.org/entity/P373,
http://www.wikidata.org/entity/P407,
http://www.wikidata.org/entity/P452,
http://www.wikidata.org/entity/P460,
http://www.wikidata.org/entity/P461,
http://www.wikidata.org/entity/P508,
http://www.wikidata.org/entity/P527,
http://www.wikidata.org/entity/P580,
http://www.wikidata.org/entity/P582,
http://www.wikidata.org/entity/P642,
http://www.wikidata.org/entity/P646,
http://www.wikidata.org/entity/P805,
http://www.wikidata.org/entity/P910,
http://www.wikidata.org/entity/P1036,
http://www.wikidata.org/entity/P1687,
,skos:prefLabel
,skos:altLabel
,skos:note
,dc:date
http://www.wikidata.org/entity/P569,edm:begin
http://www.wikidata.org/entity/P570,edm:end
http://www.wikidata.org/entity/P214,dc:identifier
,dcterms:hasPart
,dcterms:isPartOf
,edm:hasMet
,edm:isRelatedTo
,
,foaf:name
,rdaGr2:biographicalInformation
http://www.wikidata.org/entity/P569,rdaGr2:dateOfBirth
http://www.wikidata.org/entity/P570,rdaGr2:dateOfDeath
http://www.wikidata.org/entity/P19,rdaGr2:placeOfBirth
http://www.wikidata.org/entity/P20,rdaGr2:placeOfDeath
,rdaGr2:dateOfEstablishment
,rdaGr2:dateOfTermination
,rdaGr2:gender
http://www.wikidata.org/entity/P106,rdaGr2:professionOrOccupation
https://www.wikidata.org/entity/P18,foaf:depiction
,owl:sameAs
http://www.wikidata.org/entity/P1066,edm:hasMet if URI
http://www.wikidata.org/entity/P1367,dc:identifier
http://www.wikidata.org/entity/P528,dc:identifier
http://www.wikidata.org/entity/P1296,dc:identifier
http://www.wikidata.org/entity/P1417,dc:identifier
,
,
,
,
,
http://schema.org/description,skos:note or rdaGr2:biographicalInformation
http://www.w3.org/2000/01/rdf-schema#label,skos:prefLabel
http://www.w3.org/2004/02/skos/core#altLabel,skos:altLabel
http://www.wikidata.org/entity/P7,edm:isRelatedTo
http://www.wikidata.org/entity/P9,edm:isRelatedTo
http://www.wikidata.org/entity/P10,Not applicable to Agent
http://www.wikidata.org/entity/P18,
http://www.wikidata.org/entity/P19,rdaGr2:placeOfBirth
http://www.wikidata.org/entity/P20,rdaGr2:placeOfDeath
http://www.wikidata.org/entity/P21,rdaGr2:gender
http://www.wikidata.org/entity/P22,edm:isRelatedTo
http://www.wikidata.org/entity/P25,edm:isRelatedTo
http://www.wikidata.org/entity/P26,edm:isRelatedTo
http://www.wikidata.org/entity/P27,skos:note
http://www.wikidata.org/entity/P31,
http://www.wikidata.org/entity/P39,rdaGr2:professionOrOccupation
http://www.wikidata.org/entity/P40,edm:isRelatedTo
http://www.wikidata.org/entity/P53,edm:isRelatedTo
http://www.wikidata.org/entity/P54,
http://www.wikidata.org/entity/P69,
http://www.wikidata.org/entity/P91,
http://www.wikidata.org/entity/P94,
http://www.wikidata.org/entity/P97,
http://www.wikidata.org/entity/P101,rdaGr2:professionOrOccupation
http://www.wikidata.org/entity/P102,
http://www.wikidata.org/entity/P103,
http://www.wikidata.org/entity/P106,rdaGr2:professionOrOccupation
http://www.wikidata.org/entity/P108,
http://www.wikidata.org/entity/P109,
http://www.wikidata.org/entity/P119,
http://www.wikidata.org/entity/P135,
http://www.wikidata.org/entity/P136,
http://www.wikidata.org/entity/P140,
http://www.wikidata.org/entity/P155,
http://www.wikidata.org/entity/P156,edm:isRelatedTo
http://www.wikidata.org/entity/P166,
http://www.wikidata.org/entity/P172,
http://www.wikidata.org/entity/P213,dc:identifier
http://www.wikidata.org/entity/P214,dc:identifier
http://www.wikidata.org/entity/P227,dc:identifier
http://www.wikidata.org/entity/P241,
http://www.wikidata.org/entity/P244,dc:identifier
http://www.wikidata.org/entity/P245,dc:identifier
http://www.wikidata.org/entity/P268,dc:identifier
http://www.wikidata.org/entity/P269,dc:identifier
http://www.wikidata.org/entity/P345,dc:identifier
http://www.wikidata.org/entity/P349,dc:identifier
http://www.wikidata.org/entity/P361,dcterms:isPartOf if URI
http://www.wikidata.org/entity/P373,dc:identifier
http://www.wikidata.org/entity/P396,dc:identifier
http://www.wikidata.org/entity/P409,dc:identifier
http://www.wikidata.org/entity/P410,
http://www.wikidata.org/entity/P411,
http://www.wikidata.org/entity/P412,
http://www.wikidata.org/entity/P428,
http://www.wikidata.org/entity/P434,dc:identifier
http://www.wikidata.org/entity/P450,
http://www.wikidata.org/entity/P451,
http://www.wikidata.org/entity/P463,
http://www.wikidata.org/entity/P485,
http://www.wikidata.org/entity/P509,skos:note
http://www.wikidata.org/entity/P512,
http://www.wikidata.org/entity/P513,N/A
http://www.wikidata.org/entity/P535,dc:identifier
http://www.wikidata.org/entity/P536,dc:identifier
http://www.wikidata.org/entity/P549,dc:identifier
http://www.wikidata.org/entity/P551,
http://www.wikidata.org/entity/P552,
http://www.wikidata.org/entity/P553,
http://www.wikidata.org/entity/P555,
http://www.wikidata.org/entity/P564,
http://www.wikidata.org/entity/P569,rdaGr2:dateOfBirth
http://www.wikidata.org/entity/P570,rdaGr2:dateOfDeath
http://www.wikidata.org/entity/P597,dc:identifier
http://www.wikidata.org/entity/P599,dc:identifier
http://www.wikidata.org/entity/P607,
http://www.wikidata.org/entity/P611,
http://www.wikidata.org/entity/P640,dc:identifier
http://www.wikidata.org/entity/P641,N/A
http://www.wikidata.org/entity/P646,dc:identifier
http://www.wikidata.org/entity/P650,dc:identifier
http://www.wikidata.org/entity/P651,dc:identifier
http://www.wikidata.org/entity/P691,dc:identifier
http://www.wikidata.org/entity/P710,
http://www.wikidata.org/entity/P734,skos:altLabel
http://www.wikidata.org/entity/P735,skos:prefLabel
http://www.wikidata.org/entity/P741,N/A
http://www.wikidata.org/entity/P781,dc:identifier
http://www.wikidata.org/entity/P793,
http://www.wikidata.org/entity/P800,
http://www.wikidata.org/entity/P812,
http://www.wikidata.org/entity/P856,
http://www.wikidata.org/entity/P865,dc:identifier
http://www.wikidata.org/entity/P866,dc:identifier
http://www.wikidata.org/entity/P902,dc:identifier
http://www.wikidata.org/entity/P906,dc:identifier
http://www.wikidata.org/entity/P910,N/A
http://www.wikidata.org/entity/P935,dc:identifier
http://www.wikidata.org/entity/P949,dc:identifier
http://www.wikidata.org/entity/P950,dc:identifier
http://www.wikidata.org/entity/P1003,dc:identifier
http://www.wikidata.org/entity/P1005,dc:identifier
http://www.wikidata.org/entity/P1006,dc:identifier
http://www.wikidata.org/entity/P1015,dc:identifier
http://www.wikidata.org/entity/P1017,dc:identifier
http://www.wikidata.org/entity/P1045,dc:identifier
http://www.wikidata.org/entity/P1047,dc:identifier
http://www.wikidata.org/entity/P1050,
http://www.wikidata.org/entity/P1118,N/A
http://www.wikidata.org/entity/P1119,N/A
http://www.wikidata.org/entity/P1146,dc:identifier
http://www.wikidata.org/entity/P1186,dc:identifier
http://www.wikidata.org/entity/P1196,
http://www.wikidata.org/entity/P1207,dc:identifier
http://www.wikidata.org/entity/P1233,dc:identifier
http://www.wikidata.org/entity/P1273,dc:identifier
http://www.wikidata.org/entity/P1284,dc:identifier
http://www.wikidata.org/entity/P1285,dc:identifier
http://www.wikidata.org/entity/P1288,dc:identifier
http://www.wikidata.org/entity/P1289,dc:identifier
http://www.wikidata.org/entity/P1290,
http://www.wikidata.org/entity/P1303,
http://www.wikidata.org/entity/P1343,
http://www.wikidata.org/entity/P1344,
http://www.wikidata.org/entity/P1352,
http://www.wikidata.org/entity/P1364,dc:identifier
http://www.wikidata.org/entity/P1368,dc:identifier
http://www.wikidata.org/entity/P1399,
http://www.wikidata.org/entity/P1412,
http://www.wikidata.org/entity/P1415,dc:identifier
http://www.wikidata.org/entity/P1422,dc:identifier
http://www.wikidata.org/entity/P1442,
http://www.wikidata.org/entity/P1447,dc:identifier
http://www.wikidata.org/entity/P1472,dc:identifier
http://www.wikidata.org/entity/P1477,skos:altLabel
http://www.wikidata.org/entity/P1563,dc:identifier
http://www.wikidata.org/entity/P1576,
http://www.wikidata.org/entity/P1650,dc:identifier
http://www.wikidata.org/entity/P1710,dc:identifier
http://www.wikidata.org/entity/P1713,dc:identifier
http://www.wikidata.org/entity/P170,dc:creator
http://www.wikidata.org/entity/P1476,dc:title
http://www.wikidata.org/entity/P571,dc:date/dcterms:created
http://www.wikidata.org/entity/P31,rdf:type
http://www.wikidata.org/entity/P180,dc:subject
http://www.wikidata.org/entity/P186,dcterms:medium
http://www.wikidata.org/entity/P88,
http://www.wikidata.org/entity/P1071,
http://www.wikidata.org/entity/P127,dcterms:provenance
http://www.wikidata.org/entity/P1259,dc:subject
http://www.wikidata.org/entity/P195,dc:relation/ dcterms:isPartOf
http://www.wikidata.org/entity/P217,dc:identifier
http://www.wikidata.org/entity/P528,dc:identifier
http://www.wikidata.org/entity/P793,
http://www.wikidata.org/entity/P276,edm:currentLocation with a edm:Place
http://www.wikidata.org/entity/P625,edmPlace/wgs84_pos:lat
,edmPlace/wgs84_pos:long
http://www.wikidata.org/entity/P1684,dc:description
http://www.wikidata.org/entity/P608,
http://www.wikidata.org/entity/P18,edm:object or edm:isShownBy
http://www.wikidata.org/entity/P136,ebucore:hasGenre
http://www.wikidata.org/entity/P135,dc:subject
http://www.wikidata.org/entity/P921,dc:subject
http://www.wikidata.org/entity/P144,edm:isRepresentationOf
http://www.wikidata.org/entity/P941,dcterms:references
,
http://www.wikidata.org/entity/P347,dc:identifier
http://www.wikidata.org/entity/P350,dc:identifier
http://www.wikidata.org/entity/P373,dc:identifier
http://www.wikidata.org/entity/P727,dc:identifier
http://www.wikidata.org/entity/P973,dc:identifier
http://www.wikidata.org/entity/P1212,dc:identifier
,
http://www.wikidata.org/entity/P245,dc:identifier
http://www.wikidata.org/entity/P650,dc:identifier
http://www.wikidata.org/entity/P1422,dc:identifier
http://www.wikidata.org/entity/P1472,dc:identifier
,
http://www.wikidata.org/entity/P84,
http://www.wikidata.org/entity/P466,
http://www.wikidata.org/entity/P149,dc:suject
http://www.wikidata.org/entity/P189,
http://www.wikidata.org/entity/P1639,dc:relation
,
http://www.wikidata.org/entity/P359,dc:identifier
http://www.wikidata.org/entity/P380,dc:identifier
http://www.wikidata.org/entity/P381,dc:identifier
http://www.wikidata.org/entity/P477,dc:identifier
http://www.wikidata.org/entity/P632,dc:identifier
http://www.wikidata.org/entity/P633,dc:identifier
http://www.wikidata.org/entity/P757,dc:identifier
http://www.wikidata.org/entity/P758,dc:identifier
http://www.wikidata.org/entity/P759,dc:identifier
http://www.wikidata.org/entity/P763,dc:identifier
http://www.wikidata.org/entity/P808,dc:identifier
http://www.wikidata.org/entity/P845,dc:identifier
http://www.wikidata.org/entity/P1133,dc:identifier
http://www.wikidata.org/entity/P1230,dc:identifier
http://www.wikidata.org/entity/P1257,dc:identifier
http://www.wikidata.org/entity/P1300,dc:identifier
http://www.wikidata.org/entity/P1428,dc:identifier
http://www.wikidata.org/entity/P1428,dc:identifier
http://www.wikidata.org/entity/P1551,dc:identifier
http://www.wikidata.org/entity/P1700,dc:identifier
http://www.wikidata.org/entity/P1708,dc:identifier
,
,
,
http://www.wikidata.org/entity/P856,edm:isShownAt
http://www.wikidata.org/entity/P17,dcterms:spatial
http://www.wikidata.org/entity/P910,N/A
http://www.wikidata.org/entity/P227,dc:identifier
http://www.wikidata.org/entity/P214,dc:identifier
http://www.wikidata.org/entity/P268,dc:identifier
https://www.wikidata.org/entity/P646,dc:identifier
http://www.wikidata.org/entity/P244,dc:identifier
http://www.wikidata.org/entity/P269,dc:identifier
http://www.wikidata.org/entity/P409,dc:identifier
http://www.wikidata.org/entity/P1184,dc:identifier
,
https://www.wikidata.org//entity/P495,
https://www.wikidata.org/entityP179,
https://www.wikidata.org/entity/P527,
https://www.wikidata.org/entity/P361,
https://www.wikidata.org/entity/P138,
https://www.wikidata.org/entity/P737,
https://www.wikidata.org/entity/P840,
https://www.wikidata.org/entity/P935,